<<<<<<< HEAD
"Date","Daily.AQI.Value","Local.Site.Name","AQS.Parameter.Description","County","Site.Latitude","Site.Longitude"
2024-03-25,47,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-03-26,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-03-27,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-03-28,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-03-29,49,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-03-30,51,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-03-31,50,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-01,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-02,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-03,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-04,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-05,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-06,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-07,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-08,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-09,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-10,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-11,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-12,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-13,49,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-14,58,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-15,67,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-16,58,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-17,61,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-18,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-19,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-20,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-21,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-22,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-23,51,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-24,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-25,51,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-26,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-27,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-28,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-29,50,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-04-30,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-01,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-02,80,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-03,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-04,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-05,26,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-06,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-07,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-08,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-09,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-10,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-11,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-12,47,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-13,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-14,26,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-15,26,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-16,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-17,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-18,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-19,32,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-20,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-21,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-22,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-23,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-24,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-25,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-26,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-27,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-28,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-29,47,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-30,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-05-31,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-01,64,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-02,32,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-03,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-04,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-05,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-06,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-07,50,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-08,54,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-09,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-10,47,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-11,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-12,67,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-13,77,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-14,49,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-15,74,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-16,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-17,51,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-18,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-19,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-20,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-21,54,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-22,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-23,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-24,61,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-25,51,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-26,93,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-27,50,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-28,54,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-29,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-06-30,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-01,54,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-02,61,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-03,58,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-04,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-05,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-06,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-07,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-08,51,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-09,51,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-10,47,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-11,47,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-12,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-13,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-14,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-15,58,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-16,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-17,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-18,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-19,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-20,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-21,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-22,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-23,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-24,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-25,28,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-26,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-27,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-28,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-29,28,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-30,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-07-31,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-01,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-02,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-03,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-04,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-05,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-06,22,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-07,23,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-08,32,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-09,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-10,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-11,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-12,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-13,30,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-14,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-15,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-16,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-17,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-18,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-19,32,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-20,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-21,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-22,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-23,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-24,47,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-25,47,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-26,54,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-27,49,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-28,51,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-29,54,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-30,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-08-31,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-01,32,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-02,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-03,32,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-04,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-05,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-06,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-07,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-08,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-09,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-10,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-11,50,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-12,54,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-13,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-14,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-15,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-16,29,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-17,28,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-18,28,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-19,28,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-20,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-21,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-22,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-23,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-24,28,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-25,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-26,30,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-27,27,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-28,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-29,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-09-30,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-01,24,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-02,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-03,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-04,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-05,50,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-06,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-07,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-08,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-09,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-10,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-11,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-12,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-13,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-14,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-15,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-16,29,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-17,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-18,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-19,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-20,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-21,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-22,50,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-23,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-24,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-25,58,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-26,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-27,32,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-28,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-29,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-30,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-10-31,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
2024-03-01,31,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-02,37,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-03,38,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-04,36,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-05,43,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-06,40,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-07,36,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-08,32,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-09,30,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-10,40,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-11,46,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-12,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-13,50,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-14,90,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-15,37,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-16,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-17,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-18,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-19,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-20,48,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-21,48,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-22,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-23,40,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-24,51,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-25,54,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-26,39,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-27,37,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-28,45,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-29,49,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-30,54,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-03-31,49,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-01,45,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-02,46,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-03,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-04,40,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-05,35,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-06,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-07,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-08,49,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-09,43,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-10,40,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-11,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-12,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-13,49,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-14,67,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-15,51,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-16,61,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-17,51,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-18,49,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-19,46,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-20,41,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-21,35,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-22,46,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-23,50,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-24,49,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-25,58,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-26,35,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-27,49,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-28,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-29,48,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-04-30,38,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-05-01,47,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-05-02,58,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-05-03,37,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-05-04,38,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-05-05,31,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-05-06,41,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-05-07,34,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-05-08,30,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-05-09,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-05-10,45,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-05-11,43,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-05-12,47,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-05-13,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-05-14,30,"Linville Falls","Ozone","Avery",35.972347,-81.933072
2024-05-15,39,"Linville Falls","Ozone","Avery",35.972347,-81.933072
